avgx,avgy,avgz,avgTf,label
-0.028354,-0.68489,-0.681461,0.96694,MRT
0.032348,-0.760216,-0.6807,1.02144,MRT
0.03002,-0.696578,-0.688952,0.98027,MRT
0.020383,-0.700613,-0.701093,0.99163,MRT
0.029025,-0.701026,-0.704965,0.99539,MRT
-0.012125,-0.685167,-0.655123,0.94869,MRT
-0.070198,-0.703518,-0.726507,1.01389,MRT
-0.037497,-0.74695,-0.710166,1.03176,MRT
-0.121767,-0.727894,-0.760852,1.06047,MRT
-0.116145,-0.708449,-0.688113,0.99488,MRT
-0.107328,-0.69282,-0.671198,0.97145,MRT
-0.118151,-0.674581,-0.652941,0.94675,MRT
-0.145149,-0.674703,-0.628879,0.93614,MRT
-0.135088,-0.777828,-0.581635,0.98129,MRT
-0.159367,-0.731045,-0.69719,1.02323,MRT
-0.139123,-0.719097,-0.637606,0.97281,MRT
-0.147376,-0.736708,-0.678817,1.01392,MRT
-0.152626,-0.714693,-0.687758,1.00426,MRT
-0.153048,-0.721355,-0.713776,1.02724,MRT
-0.150065,-0.702113,-0.687916,0.99504,MRT
-0.14359,-0.714735,-0.693627,1.00695,MRT
-0.159107,-0.710458,-0.716966,1.02245,MRT
-0.131446,-0.686043,-0.666261,0.96582,MRT
-0.119721,-0.803536,-0.672549,1.05584,MRT
-0.115679,-0.704225,-0.689345,0.99348,MRT
-0.145266,-0.672332,-0.687418,0.97354,MRT
-0.076793,-0.675695,-0.674163,0.9586,MRT
-0.115189,-0.722273,-0.660702,0.98664,MRT
-0.15176,-0.664129,-0.673136,0.95821,MRT
-0.169166,-0.735146,-0.702296,1.03171,MRT
-0.277531,-0.709641,-0.676558,1.01984,MRT
-0.008856456,0.447878679,0.715451952,1.072625626,BUS
0.4403831,0.8889375,-0.0485613,0.996812,BUS
0.4477179,0.9010232,-0.0010351,1.007441,BUS
0.486841,0.8695928,-0.0329606,1.004054,BUS
0.5002371,0.8724982,0.022664,1.006652,BUS
0.4542591,0.8977345,0.0111961,1.00933,BUS
0.4759342,0.869219,-0.1698868,1.012606,BUS
0.4536408,0.8852848,-0.0729055,1.009545,BUS
0.4674322,0.8932776,0.0030228,1.010992,BUS
0.4931896,0.8754957,-0.014729,1.007805,BUS
0.4945149,0.8695008,-0.0227304,1.001734,BUS
0.4885596,0.868535,-0.0191375,0.997868,BUS
0.4732546,0.8882371,-0.0043961,1.007033,BUS
0.4880895,0.8705853,-0.0235153,1.000585,BUS
0.5002755,0.86889,0.0146314,1.003649,BUS
0.5061474,0.8644218,0.0241185,1.002694,BUS
0.4876704,0.8692742,-0.0561916,0.999683,BUS
0.506548,0.8672116,-0.0062015,1.005161,BUS
0.4477008,0.8926024,-0.0281241,1.000109,BUS
0.4978938,0.8732295,0.0137093,1.00639,BUS
0.5655563,0.8265147,-0.0489788,1.009033,BUS
0.5747191,0.8206689,-0.0239249,1.009011,BUS
0.456731,0.8927554,0.0255144,1.004879,BUS
0.5279955,0.8585714,0.0263884,1.01069,BUS
0.4952795,0.8814214,0.0394636,1.012695,BUS
0.5045612,0.8766364,0.0405879,1.012704,BUS
0.5364956,0.8627149,0.0301614,1.017073,BUS
0.443713,0.8910904,-0.0340824,0.999111,BUS
0.5302664,0.8376844,-0.094084,1.004753,BUS
0.4969509,0.8712072,-0.0324063,1.003981,BUS
0.4506931,0.8949497,0.0013173,1.002906,BUS
0.5245085,0.8533598,-0.0434693,1.004027,BUS
0.5169475,0.8535662,-0.0726874,1.002932,BUS
0.4899648,0.87951,-0.0114791,1.008995,BUS
0.5044255,0.8779525,-0.0240516,1.013649,BUS
0.5212142,0.8621359,0.0201288,1.008082,BUS
0.4785986,0.87579,-0.0041108,0.999376,BUS
0.5140149,0.857309,0.0211288,0.99993,BUS
0.5052721,0.8645494,0.0393252,1.002224,BUS
0.4717951,0.8833275,0.0078452,1.001988,BUS
0.5376926,0.8481949,0.0072343,1.010451,BUS
0.5577738,0.8488551,0.018492,1.018819,BUS
0.5334132,0.8571378,0.0395287,1.011144,BUS
0.5224137,0.8654233,0.0406357,1.012501,BUS
0.5535471,0.8412139,-0.0175785,1.012071,BUS
0.700816,0.740496,-0.1045156,1.026124,BUS
0.5712776,0.816428,-0.1153322,1.007869,BUS
0.4864693,0.8788501,-0.0083309,1.006017,BUS
0.4882443,0.8665759,-0.0848728,1.025277,BUS
0.4718081,0.8672967,-0.140765,1.000755,BUS
0.4606082,0.8823647,-0.1144309,1.005526,BUS
0.4425642,0.896961,-0.0833407,1.004149,BUS
0.4455955,0.892141,-0.0824535,1.003169,BUS
0.4170578,0.9145608,-0.0242981,1.015273,BUS
0.4162719,0.9231707,0.0084715,1.01449,BUS
0.4100342,0.9188636,0.0267258,1.007472,BUS
0.3813908,0.9271273,0.0266606,1.003731,BUS
0.539792,0.8368733,-0.0667556,1.00668,BUS
0.3434063,0.9431662,-0.0375796,1.005315,BUS
0.3574215,0.9354345,0.0087063,1.002052,BUS
0.3195156,0.9575251,-0.0470928,1.012439,BUS
0.3116994,0.9578891,-0.079246,1.010994,BUS
0.3325818,0.9435391,-0.1206618,1.008475,BUS
0.3253496,0.9514343,-0.0851444,1.009801,BUS
0.3006753,0.9610562,-0.0302035,1.007885,BUS
0.3601089,0.9393006,-0.0538792,1.009004,BUS
0.3874466,0.9212414,-0.1007496,1.007483,BUS
0.4596891,0.8936613,-0.1375412,1.015735,BUS
0.4970895,0.8677143,-0.1577834,1.014439,BUS
0.4626729,0.8876879,-0.1056896,1.008433,BUS
0.440125,0.8972998,-0.0694214,1.003266,BUS
0.5778009,0.8040766,-0.1006299,1.007227,BUS
0.4651499,0.8831565,-0.0910095,1.005789,BUS
0.5234462,0.8450132,-0.0468677,1.008635,BUS
0.3820956,0.9151475,-0.1220458,1.00576,BUS
0.4004541,0.9126884,-0.0856681,1.002818,BUS
0.3581839,0.9362004,-0.0457288,1.006642,BUS
0.4321385,0.900632,-0.078884,1.004001,BUS
0.4136547,0.9066164,-0.0684909,1.007825,BUS
0.365332,0.9382835,-0.037818,1.011809,BUS
0.3781857,0.9230948,-0.049841,1.003976,BUS
0.3047866,0.9635407,-0.0073236,1.011797,BUS
0.2583407,0.9772539,-0.0136805,1.011517,BUS
0.2624193,0.9748294,-0.0236088,1.010442,BUS
0.282376,0.9704436,0.0037528,1.011316,BUS
0.2968908,0.9537969,0.0047628,1.000832,BUS
0.3760454,0.9271746,-0.1162695,1.011855,BUS
0.4724696,0.8925596,-0.0944754,1.017402,BUS
0.3994654,0.9206566,-0.0372582,1.01075,BUS
0.3183453,0.9539757,0.0255324,1.006997,BUS
0.074645045,-0.115046547,0.865360761,1.051558559,BUS
0.4208407,-0.8761514,-0.2602834,1.045507,BUS
0.3327831,-0.8007163,-0.4960586,1.007623,BUS
0.3692646,-0.8236557,-0.4175826,0.996621,BUS
0.3688306,-0.841907,-0.3689507,0.994524,BUS
0.4252719,-0.8467947,-0.2888068,0.994358,BUS
0.4669684,-0.8380335,-0.2732157,1.001634,BUS
0.5189503,-0.7938923,-0.3234121,1.009518,BUS
0.5640706,-0.7626212,-0.2771689,0.993376,BUS
0.5668281,-0.7453592,-0.3297613,0.994886,BUS
0.5331011,-0.7818701,-0.3165765,1.000974,BUS
0.5163051,-0.8024963,-0.2737263,0.996071,BUS
0.4750949,-0.8469956,-0.2206021,0.998059,BUS
0.4904682,-0.8426371,-0.2054248,1.000344,BUS
0.4598208,-0.8520566,-0.2225009,1.006732,BUS
0.4686979,-0.8212385,-0.3047204,0.996333,BUS
0.4598145,-0.8253214,-0.2988055,0.991099,BUS
0.462407,-0.82479,-0.2948637,0.990586,BUS
0.4509832,-0.8168263,-0.3381271,0.993165,BUS
0.455891,-0.8036806,-0.381424,1.001262,BUS
0.4771936,-0.7768169,-0.3919524,0.99332,BUS
0.4827768,-0.7773819,-0.3936438,0.997219,BUS
0.4729541,-0.7938961,-0.3589282,0.992579,BUS
0.4624743,-0.7957043,-0.3689243,0.992587,BUS
0.4491261,-0.8079906,-0.3571151,0.991707,BUS
0.4965228,-0.7993654,-0.3077795,0.991441,BUS
0.4908593,-0.8025517,-0.3084705,0.990632,BUS
0.4945085,-0.8012164,-0.300701,0.98869,BUS
0.5155274,-0.7992162,-0.2803957,0.992404,BUS
0.5499787,-0.8032613,-0.2337167,1.002706,BUS
0.5644731,-0.7687067,-0.2801381,1.004458,BUS
0.5513896,-0.7920406,-0.2422294,0.995542,BUS
0.526444,-0.7912116,-0.2872427,1.008088,BUS
0.5273623,-0.7960957,-0.2658321,0.991939,BUS
0.5289383,-0.7896133,-0.2790381,0.990641,BUS
0.532743,-0.785913,-0.282778,0.990771,BUS
0.5331251,-0.785779,-0.2820808,0.990746,BUS
0.5339445,-0.7848451,-0.2828477,0.990647,BUS
0.5347262,-0.7841211,-0.2833147,0.990649,BUS
0.5356317,-0.7834797,-0.2842687,0.990876,BUS
0.5372051,-0.7817647,-0.2853106,0.990716,BUS
0.5375356,-0.7817835,-0.2845844,0.990717,BUS
0.5257676,-0.7647855,-0.3579241,0.997155,BUS
0.5315745,-0.7273452,-0.4301056,1.000172,BUS
0.5271238,-0.7545767,-0.371896,0.99508,BUS
0.5364408,-0.7621417,-0.3619714,1.001008,BUS
0.5392989,-0.776239,-0.2740422,0.98744,BUS
0.5572914,-0.7422918,-0.354967,0.994559,BUS
0.5879848,-0.7359242,-0.3229703,0.997199,BUS
0.5515057,-0.75565,-0.3163357,0.989193,BUS
0.5911598,-0.7262992,-0.3343806,0.995057,BUS
0.591554,-0.7370186,-0.3183586,0.997767,BUS
0.5539665,-0.784299,-0.2470938,0.992402,BUS
0.5370576,-0.7696627,-0.3199619,0.993023,BUS
0.5706954,-0.7544675,-0.3107394,0.996402,BUS
0.5798967,-0.7331144,-0.3314121,0.994139,BUS
0.588821,-0.714669,-0.3576231,0.993986,BUS
0.5699382,-0.7307982,-0.3526667,0.992029,BUS
0.5476642,-0.7562908,-0.3387129,0.994391,BUS
0.5486171,-0.7672376,-0.3094424,0.993637,BUS
0.5048669,-0.773649,-0.3470457,0.991787,BUS
0.5030767,-0.7939828,-0.3258616,0.996772,BUS
0.5008176,-0.8148637,-0.2742898,0.998366,BUS
0.5080385,-0.8255241,-0.2499621,1.002153,BUS
0.5129146,-0.8211488,-0.2570118,1.004736,BUS
0.5079289,-0.8251221,-0.2386138,0.998657,BUS
0.5131716,-0.7698957,-0.3542152,0.997744,BUS
0.5161561,-0.7653873,-0.3597977,0.990958,BUS
0.5173405,-0.762018,-0.3639765,0.990452,BUS
0.5168997,-0.7632293,-0.3622868,0.990517,BUS
0.5164757,-0.7642084,-0.3609527,0.990577,BUS
0.5156628,-0.7660795,-0.3578366,0.990491,BUS
0.5151555,-0.7670895,-0.3563067,0.990446,BUS
0.5154031,-0.7674719,-0.3550977,0.990436,BUS
0.5160661,-0.766663,-0.3560666,0.990506,BUS
0.5156913,-0.7676899,-0.3545281,0.990543,BUS
0.5149916,-0.7692524,-0.351591,0.990412,BUS
0.5039534,-0.765232,-0.3832388,0.994455,BUS
0.5265972,-0.7220594,-0.4355377,0.99527,BUS
0.5335279,-0.744934,-0.374032,0.993479,BUS
0.4945292,-0.7994786,-0.3220268,0.994357,BUS
0.444212,-0.7910064,-0.4045737,0.994879,BUS
0.3537979,-0.8169828,-0.4707645,1.008981,BUS
0.426688,-0.796887,-0.4120679,0.999845,BUS
0.5436724,-0.7688043,-0.3078916,0.992519,BUS
0.5650778,-0.7444198,-0.3227653,0.991419,BUS
0.5553467,-0.7637779,-0.301708,0.993783,BUS
0.5738649,-0.7754731,-0.2335967,0.994696,BUS
0.5863824,-0.7706918,-0.2352559,0.997054,BUS
0.5599271,-0.7865617,-0.2555072,1.015529,BUS
0.177075876,-0.280112112,0.618778378,1.050995996,BUS
0.2218439,-0.9598399,-0.2039564,1.025186,BUS
0.1940318,-0.9245967,-0.3242091,1.001807,BUS
0.312155,-0.9203979,-0.1862987,0.998522,BUS
0.2229554,-0.944342,-0.2304195,0.99891,BUS
0.3092604,-0.9389899,-0.098502,0.996006,BUS
0.2685708,-0.9465005,-0.1914903,1.002835,BUS
0.3023708,-0.9375406,-0.1011439,0.992231,BUS
0.2953129,-0.9408685,-0.1064653,0.992358,BUS
0.3004682,-0.9397514,-0.1235218,0.994682,BUS
0.3333023,-0.93191,-0.0914876,0.994567,BUS
0.3156403,-0.9350726,-0.1250594,0.995058,BUS
0.3184386,-0.9302419,-0.1207766,0.990803,BUS
0.3049283,-0.9448834,-0.0872772,0.996921,BUS
0.3352537,-0.9304491,-0.1033616,0.994849,BUS
0.3607795,-0.9203016,-0.1105734,0.995022,BUS
0.3948183,-0.9053929,-0.0700721,0.990658,BUS
0.3906051,-0.9179826,-0.0435846,0.999223,BUS
0.3198577,-0.9485527,0.0083336,1.002339,BUS
0.373609,-0.9101737,-0.0456838,0.990699,BUS
0.3923143,-0.9061529,-0.1085012,0.994294,BUS
0.361474,-0.9187281,-0.1150587,0.994486,BUS
0.346053,-0.9385756,-0.0823689,1.004269,BUS
0.3592365,-0.9185824,-0.093571,0.991719,BUS
0.3564856,-0.9271492,-0.0555452,0.995149,BUS
0.3493762,-0.9188262,-0.0232646,0.983895,BUS
0.3437606,-0.9375717,-0.0028443,0.99902,BUS
0.3694884,-0.9167198,-0.0211329,0.989085,BUS
0.2986621,-0.9436731,0.0023653,0.990801,BUS
0.3258129,-0.9460523,-0.0571004,1.002633,BUS
0.3018425,-0.9412261,-0.0455393,0.990158,BUS
0.2894863,-0.9563864,-0.0199198,0.999605,BUS
0.2830257,-0.945668,-0.0322134,0.987889,BUS
0.3113145,-0.9444003,-0.0381636,0.99577,BUS
0.2890496,-0.9499919,-0.0291441,0.993976,BUS
0.2980653,-0.9501622,-0.0406022,0.997191,BUS
0.31097,-0.9436075,-0.0499533,0.995192,BUS
0.3087702,-0.9370169,-0.0645774,0.988984,BUS
0.3058531,-0.9484936,-0.0767993,0.999929,BUS
0.3297839,-0.9341947,-0.0783219,0.994548,BUS
0.3594736,-0.926477,-0.0813922,0.997807,BUS
0.372582,-0.9087883,-0.0737349,0.985807,BUS
0.387362,-0.9166687,-0.0949666,1.000354,BUS
0.4210929,-0.9036564,-0.1083759,1.004747,BUS
0.3851,-0.9158983,-0.0809128,0.997903,BUS
0.3559336,-0.9241495,-0.068566,0.99345,BUS
0.3307205,-0.9334156,-0.0496579,0.991811,BUS
0.332769,-0.9366433,-0.0384157,0.994927,BUS
0.3352613,-0.9340279,-0.0336413,0.993082,BUS
0.3371595,-0.9327029,-0.0361695,0.992716,BUS
0.338283,-0.9300088,0.015428,0.989855,BUS
0.3411567,-0.947236,0.017248,1.007346,BUS
0.3762651,-0.9134265,0.069021,0.991234,BUS
0.4104154,-0.9099496,0.1103881,1.004396,BUS
0.3879769,-0.9174646,0.0444351,0.997476,BUS
0.3724423,-0.9220369,-0.0150564,0.994732,BUS
0.3743985,-0.9213513,0.0111597,0.994762,BUS
0.3490671,-0.9295773,-0.0322616,0.993541,BUS
0.3540726,-0.9276515,-0.0298273,0.993389,BUS
0.3564095,-0.9275939,-0.0317749,0.994336,BUS
0.3241948,-0.937329,-0.0764417,0.995125,BUS
0.3159768,-0.9387494,-0.0671578,0.994949,BUS
0.3335467,-0.9287117,-0.0609137,0.990975,BUS
0.3486926,-0.9355785,-0.0392687,1.000745,BUS
0.343149,-0.9356882,-0.0445471,0.999717,BUS
0.3745213,-0.9149223,0.0066989,0.98992,BUS
0.3575082,-0.9248331,-0.0287275,0.995861,BUS
0.3343997,-0.9296159,-0.1280872,0.997283,BUS
0.3188933,-0.9331926,-0.1853354,1.005426,BUS
0.3707201,-0.9256408,-0.0353653,0.998862,BUS
0.3551265,-0.9192636,-0.0581266,0.989205,BUS
0.3615269,-0.9162392,-0.1470259,0.996553,BUS
0.3552311,-0.9182941,-0.0976427,0.990584,BUS
0.3764574,-0.9198048,-0.0324095,0.995669,BUS
0.3795447,-0.9173953,-0.0116204,0.993881,BUS
0.4220258,-0.9035978,0.0825943,1.001745,BUS
0.3857095,-0.920299,0.0664801,1.001026,BUS
0.3927468,-0.9198135,0.04946,1.002182,BUS
0.3534885,-0.9237806,-0.0467743,0.992459,BUS
0.3744764,-0.9198962,-0.0315322,0.994367,BUS
0.3789066,-0.9175608,-0.036135,0.993953,BUS
0.3813299,-0.9164568,-0.035903,0.993968,BUS
0.3797998,-0.9170143,-0.0353677,0.993888,BUS
0.3796498,-0.9173288,-0.035748,0.993487,BUS
0.3791874,-0.9174117,-0.0374822,0.993754,BUS
0.3809227,-0.9166298,-0.0388061,0.9934,BUS
0.382518,-0.9158905,-0.0378579,0.993296,BUS
0.3817696,-0.9163166,-0.0344948,0.993264,BUS
0.3823574,-0.9161452,-0.0343487,0.993325,BUS
0.3877507,-0.9130039,-0.0443407,0.992927,BUS
